image_id,image_path,plant_part,disease_class,relevant_area_pixels,affected_area_pixels,affected_area_percentage,width,height,segmentation_ok
leaf_0081,data/severity_calibration/leaf/images/leaf_0081__Late-Blight-1080-_JPG.rf.185baad435d7113181d39395b8ec4cb2.jpg,leaf,Late Blight,157056,139348,88.725,512,512,True
leaf_0082,data/severity_calibration/leaf/images/leaf_0082__Late-Blight-135-_JPG.rf.391927b4ad720a1acafe974b9ce0e52b.jpg,leaf,Late Blight,133727,50260,37.584,512,512,True
leaf_0083,data/severity_calibration/leaf/images/leaf_0083__Late-Blight-146-_JPG.rf.06ba2de6cad27869bae90e527b116eba.jpg,leaf,Late Blight,56148,12904,22.9821,512,512,True
leaf_0084,data/severity_calibration/leaf/images/leaf_0084__Late-Blight-190-_JPG.rf.22c7fd0e9cbcbd8a0693b6028021b814.jpg,leaf,Late Blight,35394,28630,80.8894,512,512,True
leaf_0085,data/severity_calibration/leaf/images/leaf_0085__Late-Blight-217-_JPG.rf.29a4e4a5958dbfdfd6bfb1b9bb9cd74b.jpg,leaf,Late Blight,50076,44864,89.5918,512,512,True
leaf_0086,data/severity_calibration/leaf/images/leaf_0086__Late-Blight-242-_JPG.rf.3ffa08034d4ec4dd9d16a1d8df007790.jpg,leaf,Late Blight,184207,155692,84.5201,512,512,True
leaf_0087,data/severity_calibration/leaf/images/leaf_0087__Late-Blight-257-_JPG.rf.1e77381204855594743e5ad56bc16d4c.jpg,leaf,Late Blight,33702,33306,98.825,512,512,True
leaf_0088,data/severity_calibration/leaf/images/leaf_0088__Late-Blight-272-_JPG.rf.01853a85b97574c795f79f2402976a12.jpg,leaf,Late Blight,51686,7526,14.561,512,512,True
leaf_0089,data/severity_calibration/leaf/images/leaf_0089__Late-Blight-336x437_jpg.rf.0f46ac5b2c39916c00fd57b1dd5af027.jpg,leaf,Late Blight,231565,124802,53.895,512,512,True
leaf_0090,data/severity_calibration/leaf/images/leaf_0090__Late-Blight-359-_JPG.rf.11224ff34ac95e528e16d81ec42ee890.jpg,leaf,Late Blight,86105,17615,20.4576,512,512,True
leaf_0091,data/severity_calibration/leaf/images/leaf_0091__Late-Blight-382-_JPG.rf.40e15d822e7de2ae472316165b073c2d.jpg,leaf,Late Blight,177683,159145,89.5668,512,512,True
leaf_0092,data/severity_calibration/leaf/images/leaf_0092__Late-Blight-392-_JPG.rf.37d7fcddfdfa60a03281b9f36e186764.jpg,leaf,Late Blight,54422,48746,89.5704,512,512,True
leaf_0093,data/severity_calibration/leaf/images/leaf_0093__Late-Blight-462-_JPG.rf.39c87fa996da629fd46fdb00ccfbe27d.jpg,leaf,Late Blight,97268,92739,95.3438,512,512,True
leaf_0094,data/severity_calibration/leaf/images/leaf_0094__Late-Blight-475-_JPG.rf.056a9c293160e6aab1f88a102ec5b7e0.jpg,leaf,Late Blight,99752,12264,12.2945,512,512,True
leaf_0095,data/severity_calibration/leaf/images/leaf_0095__Late-Blight-526-_JPG.rf.48909290f9dc3bc9dc69476f4be099b8.jpg,leaf,Late Blight,81738,13681,16.7376,512,512,True
leaf_0096,data/severity_calibration/leaf/images/leaf_0096__Late-Blight-529-_JPG.rf.13e98e84460aeb76fd6ddf9df2395e41.jpg,leaf,Late Blight,107905,76207,70.6242,512,512,True
leaf_0097,data/severity_calibration/leaf/images/leaf_0097__Late-Blight-534-_JPG.rf.1ab8b7dd7d9e7c97374cb355c246692a.jpg,leaf,Late Blight,118587,86498,72.9405,512,512,True
leaf_0098,data/severity_calibration/leaf/images/leaf_0098__Late-Blight-545-_JPG.rf.7b8a6dd7b3102673c070d1f784c14442.jpg,leaf,Late Blight,55388,24720,44.6306,512,512,True
leaf_0099,data/severity_calibration/leaf/images/leaf_0099__Late-Blight-589-_JPG.rf.1790938e1e42a24fd4edb4b1d38e6499.jpg,leaf,Late Blight,72100,32725,45.3883,512,512,True
leaf_0100,data/severity_calibration/leaf/images/leaf_0100__Late-Blight-590-_JPG.rf.05b14624b141cb63a06e4c4b714094cc.jpg,leaf,Late Blight,126059,119361,94.6866,512,512,True
leaf_0101,data/severity_calibration/leaf/images/leaf_0101__Late-Blight-721-_JPG.rf.43cf5fbfbd9e5d6d4afbe6e2b2521f17.jpg,leaf,Late Blight,126058,81488,64.6433,512,512,True
leaf_0102,data/severity_calibration/leaf/images/leaf_0102__Late-Blight-763-_JPG.rf.1ba0a7e77b552cd97c0244a1fa91f270.jpg,leaf,Late Blight,115984,88589,76.3804,512,512,True
leaf_0103,data/severity_calibration/leaf/images/leaf_0103__Late-Blight-769-_JPG.rf.55bde0d1fc39c54f9c46d00f2a483cee.jpg,leaf,Late Blight,112654,23795,21.1222,512,512,True
leaf_0104,data/severity_calibration/leaf/images/leaf_0104__Late-Blight-770-_JPG.rf.66f0155004bcb951afd2c96db45aa263.jpg,leaf,Late Blight,136662,94829,69.3894,512,512,True
leaf_0105,data/severity_calibration/leaf/images/leaf_0105__Late-Blight-776-_JPG.rf.6206808ff66b93fab165df7a034a27e5.jpg,leaf,Late Blight,151996,111725,73.5052,512,512,True
leaf_0106,data/severity_calibration/leaf/images/leaf_0106__Late-Blight-793-_JPG.rf.0d1bc7a134329ddad01db358e5351799.jpg,leaf,Late Blight,66309,62631,94.4532,512,512,True
leaf_0107,data/severity_calibration/leaf/images/leaf_0107__Late-Blight-798-_JPG.rf.4bebaac717144e33cce674b34213dd08.jpg,leaf,Late Blight,123385,52661,42.6802,512,512,True
leaf_0108,data/severity_calibration/leaf/images/leaf_0108__Late-Blight-801-_JPG.rf.024f1d4128677d0d8f0b4519f2b036f6.jpg,leaf,Late Blight,156452,100944,64.5207,512,512,True
leaf_0109,data/severity_calibration/leaf/images/leaf_0109__Late-Blight-802-_JPG.rf.3ca0e8bbc6479b128e14a10aec391766.jpg,leaf,Late Blight,114148,54210,47.491,512,512,True
leaf_0110,data/severity_calibration/leaf/images/leaf_0110__Late-Blight-829-_JPG.rf.81360594d531878f6b8780dcf239bd2e.jpg,leaf,Late Blight,60849,46105,75.7695,512,512,True
leaf_0111,data/severity_calibration/leaf/images/leaf_0111__Late-Blight-837-_jpg.rf.0ecee600328ebaa720bbfda19794145d.jpg,leaf,Late Blight,72526,26382,36.3759,512,512,True
leaf_0112,data/severity_calibration/leaf/images/leaf_0112__Late-Blight-852-_JPG.rf.066f2725c1bb4ecffc2989313d5fc7e3.jpg,leaf,Late Blight,65107,36937,56.7328,512,512,True
leaf_0113,data/severity_calibration/leaf/images/leaf_0113__Late-Blight-861-_JPG.rf.2198cddd53ed3d97f2c49bffbd064197.jpg,leaf,Late Blight,74974,48037,64.0715,512,512,True
leaf_0114,data/severity_calibration/leaf/images/leaf_0114__Late-Blight-863-_JPG.rf.d11fc320676a7778bce394ccf6493f5f.jpg,leaf,Late Blight,160335,67533,42.1199,512,512,True
leaf_0115,data/severity_calibration/leaf/images/leaf_0115__Late-Blight-869-_JPG.rf.0c3d0f27b393c0a1334806d139918a8b.jpg,leaf,Late Blight,76836,30064,39.1275,512,512,True
leaf_0116,data/severity_calibration/leaf/images/leaf_0116__Late-Blight-914-_JPG.rf.9754282d2b1d14a45ed7327548cde9c9.jpg,leaf,Late Blight,87418,20160,23.0616,512,512,True
leaf_0117,data/severity_calibration/leaf/images/leaf_0117__Late-Blight-938-_JPG.rf.0e5cd3b2f163b86c2881b86d629a38a7.jpg,leaf,Late Blight,176999,125908,71.1349,512,512,True
leaf_0118,data/severity_calibration/leaf/images/leaf_0118__Late-Blight-987-_JPG.rf.688c5426c44a5b8041900877471df64f.jpg,leaf,Late Blight,104462,60901,58.2997,512,512,True
leaf_0119,data/severity_calibration/leaf/images/leaf_0119__Late-blight-infected-potato-plants_2_jpg.rf.33469d647e200884fd4508373ffc06ca.jpg,leaf,Late Blight,229307,201673,87.9489,512,512,True
leaf_0120,data/severity_calibration/leaf/images/leaf_0120__Late_blight_on_potato_leaf_3-58bcf5055f9b58af5c27bf74_jpg.rf.1b56c2028aa3c3aaffe953a248c519a9.jpg,leaf,Late Blight,228555,79667,34.8568,512,512,True
leaf_0121,data/severity_calibration/leaf/images/leaf_0121__Late_blight_on_tomato_leaf_-287871756748-29_jpg.rf.26e3321a2d38406ac0f9093f80d6b81e.jpg,leaf,Late Blight,233475,100218,42.9245,512,512,True
leaf_0122,data/severity_calibration/leaf/images/leaf_0122__Tomato-leaf-late-blight-99-transformed_jpeg.rf.077fde39b04cf67d33dfa0fcfcff0027.jpg,leaf,Late Blight,163895,76065,46.4108,512,512,True
leaf_0123,data/severity_calibration/leaf/images/leaf_0123__TomatoLateBlightTop_jpg.rf.88ac215b0c3649c4ffee66a0b0342fd3.jpg,leaf,Late Blight,95218,48018,50.4295,512,512,True
leaf_0124,data/severity_calibration/leaf/images/leaf_0124__lateblightleaf_jpg.rf.04cdafa82e0aa27cbe086d5a6b8e2d1c.jpg,leaf,Late Blight,108532,47025,43.3282,512,512,True
leaf_0125,data/severity_calibration/leaf/images/leaf_0125__photo-2_jpg.rf.3342ba994354a547777973e9fc0ca93f.jpg,leaf,Late Blight,207897,99735,47.9733,512,512,True
leaf_0126,data/severity_calibration/leaf/images/leaf_0126__potatolb_branchx500_jpg.rf.47aa1a10b4a950962210bed4f98c1e11.jpg,leaf,Late Blight,92903,2774,2.9859,512,512,True
leaf_0127,data/severity_calibration/leaf/images/leaf_0127__potatolb_symptoms_meg-cornell_300x225_jpg.rf.5026ff0749d8cf4ca433adfb85f16401.jpg,leaf,Late Blight,119238,12563,10.5361,512,512,True
leaf_0128,data/severity_calibration/leaf/images/leaf_0128__5816740026_d42ef24413_Phytophthora-Infestans_jpg.rf.c92ebe63d4d3d8efb8f27aefe03c6677.jpg,leaf,Late Blight,243796,163244,66.9593,512,512,True
leaf_0129,data/severity_calibration/leaf/images/leaf_0129__Late-Blight-106-_JPG.rf.b921d9412db731bc392bccb17ec14bae.jpg,leaf,Late Blight,134606,107900,80.1599,512,512,True
leaf_0130,data/severity_calibration/leaf/images/leaf_0130__Late-Blight-1070-_JPG.rf.ab5c699bddca1b692c5d58777e8c7868.jpg,leaf,Late Blight,157380,42643,27.0956,512,512,True
leaf_0131,data/severity_calibration/leaf/images/leaf_0131__Late-Blight-319-_JPG.rf.a568c7b77e645a89e7f19176c3367ac7.jpg,leaf,Late Blight,46640,44804,96.0635,512,512,True
leaf_0132,data/severity_calibration/leaf/images/leaf_0132__Late-Blight-346-_JPG.rf.7e0a046b3b806b0e650d8f78f22cd5c6.jpg,leaf,Late Blight,164011,127081,77.4832,512,512,True
leaf_0133,data/severity_calibration/leaf/images/leaf_0133__Late-Blight-416-_JPG.rf.acf6adba1b163fae7b48ba33161d3209.jpg,leaf,Late Blight,51696,8315,16.0844,512,512,True
leaf_0134,data/severity_calibration/leaf/images/leaf_0134__Late-Blight-507-_JPG.rf.f53c56e04fb40a1b83eae03646437912.jpg,leaf,Late Blight,148483,80523,54.2305,512,512,True
leaf_0135,data/severity_calibration/leaf/images/leaf_0135__Late-Blight-625-_JPG.rf.d7b285bd00a312d57e0e01234e842c1b.jpg,leaf,Late Blight,80070,49208,61.4562,512,512,True
leaf_0136,data/severity_calibration/leaf/images/leaf_0136__Late-Blight-795-_JPG.rf.b0c0a0c832fac79a6eb6d7a58b3c3722.jpg,leaf,Late Blight,97989,57423,58.6015,512,512,True
leaf_0137,data/severity_calibration/leaf/images/leaf_0137__Late-Blight-880-_JPG.rf.5127e1c35e08173f7388041748dd295e.jpg,leaf,Late Blight,125709,91178,72.531,512,512,True
leaf_0138,data/severity_calibration/leaf/images/leaf_0138__Late-Blight-923-_JPG.rf.2261c88d4570a0e12dd3e14de88f9498.jpg,leaf,Late Blight,136822,125676,91.8536,512,512,True
