image_id,image_path,plant_part,disease_class,relevant_area_pixels,affected_area_pixels,affected_area_percentage,width,height,segmentation_ok
fruit_0052,data/severity_calibration/fruit/images/fruit_0052__tomato-anthracnose2x640-18upj97_jpg.rf.4f4a3ece21f9fc8c1dfe98b996b9a112.jpg,fruit,Anthracnose,409588,267140,65.2216,640,640,True
fruit_0053,data/severity_calibration/fruit/images/fruit_0053__tomato-anthracnose_jpg.rf.7a35432998829c15081228a67db42295.jpg,fruit,Anthracnose,311967,30784,9.8677,640,640,True
fruit_0054,data/severity_calibration/fruit/images/fruit_0054__IMG20240615121427_jpg.rf.6f90e47f23368d300c4d4894806e52af.jpg,fruit,Anthracnose,47925,47536,99.1883,640,640,True
fruit_0055,data/severity_calibration/fruit/images/fruit_0055__IMG20240615121551_jpg.rf.2335957d8de8567ebb397a5e21f28312.jpg,fruit,Anthracnose,30127,30086,99.8639,640,640,True
fruit_0056,data/severity_calibration/fruit/images/fruit_0056__IMG20240615122344_jpg.rf.a9376865bae050a47042a1533c3678a6.jpg,fruit,Anthracnose,102160,97912,95.8418,640,640,True
fruit_0057,data/severity_calibration/fruit/images/fruit_0057__anthracnose_12_jpeg.rf.ffb121f44fcae86dc3e626e5a8db8475.jpg,fruit,Anthracnose,263855,107530,40.7534,640,640,True
fruit_0058,data/severity_calibration/fruit/images/fruit_0058__images-6-_jpeg.rf.261cbfdd8047bfda5b057695b7a8f76c.jpg,fruit,Anthracnose,381871,276948,72.524,640,640,True
fruit_0059,data/severity_calibration/fruit/images/fruit_0059__IMG20240615130652_jpg.rf.bd2de69138da44d42cb299b7329e6330.jpg,fruit,Bacterial Spot,92077,68011,73.8632,640,640,True
fruit_0060,data/severity_calibration/fruit/images/fruit_0060__IMG20240615130907_jpg.rf.badff2934292b1986a0c9628dcf9d438.jpg,fruit,Bacterial Spot,115303,94458,81.9215,640,640,True
fruit_0061,data/severity_calibration/fruit/images/fruit_0061__IMG20240615131744_jpg.rf.118e0561dc85c6502845f89877b6a911.jpg,fruit,Bacterial Spot,108304,105771,97.6612,640,640,True
fruit_0062,data/severity_calibration/fruit/images/fruit_0062__download-4-_jpg.rf.8864a21c90bb4654fd4fa34df98b96ed.jpg,fruit,Bacterial Spot,343300,50642,14.7515,640,640,True
fruit_0063,data/severity_calibration/fruit/images/fruit_0063__images-31-_jpg.rf.f7308128d90811979b330394510748d5.jpg,fruit,Bacterial Spot,294733,293861,99.7041,640,640,True
fruit_0064,data/severity_calibration/fruit/images/fruit_0064__IMG20240615130410_jpg.rf.38c34aa00fc40989dbae834c31afea1e.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0065,data/severity_calibration/fruit/images/fruit_0065__IMG20240615130543_jpg.rf.732c02bf0764f1d66a5a6bc9c9b799a9.jpg,fruit,Bacterial Spot,100273,91851,91.6009,640,640,True
fruit_0066,data/severity_calibration/fruit/images/fruit_0066__IMG20240615130655_jpg.rf.5183488ba97814b4e809bf0c36fee173.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0067,data/severity_calibration/fruit/images/fruit_0067__IMG20240615130704_jpg.rf.591d53d7fa0ab1b8b5eb8fe18d1344e3.jpg,fruit,Bacterial Spot,139629,118305,84.7281,640,640,True
fruit_0068,data/severity_calibration/fruit/images/fruit_0068__IMG20240615130739_jpg.rf.5a3425fad8910f0581f9c84c4f8a4e39.jpg,fruit,Bacterial Spot,72425,67545,93.262,640,640,True
fruit_0069,data/severity_calibration/fruit/images/fruit_0069__IMG20240615130840_jpg.rf.9ee29afe6fdc1c5d9fe760d0e9ba3ec0.jpg,fruit,Bacterial Spot,133086,114251,85.8475,640,640,True
fruit_0070,data/severity_calibration/fruit/images/fruit_0070__IMG20240615130937_jpg.rf.4b436f7861a9ec884e950de9f75f2f4a.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0071,data/severity_calibration/fruit/images/fruit_0071__IMG20240615131017_jpg.rf.777b6c3eecd530c0be9d80b0a364c0d1.jpg,fruit,Bacterial Spot,89803,71678,79.8169,640,640,True
fruit_0072,data/severity_calibration/fruit/images/fruit_0072__IMG20240615131058_jpg.rf.06124099c9cb0f0852cfd49a6026eae4.jpg,fruit,Bacterial Spot,101281,87405,86.2995,640,640,True
fruit_0073,data/severity_calibration/fruit/images/fruit_0073__IMG20240615131126_jpg.rf.3a0c7e0f8be149034d27ebd304d3c65f.jpg,fruit,Bacterial Spot,125294,95208,75.9877,640,640,True
fruit_0074,data/severity_calibration/fruit/images/fruit_0074__IMG20240615131236_jpg.rf.09bb2fb1e1f5e05747dccea4ef0ffe96.jpg,fruit,Bacterial Spot,117106,58545,49.9932,640,640,True
fruit_0075,data/severity_calibration/fruit/images/fruit_0075__IMG20240615131243_jpg.rf.5ecf15677989e398f7b7df3290092a7f.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0076,data/severity_calibration/fruit/images/fruit_0076__IMG20240615131353_BURST000_COVER_jpg.rf.4c7b4733fa49a9b5a8258ebb9802be41.jpg,fruit,Bacterial Spot,92448,88054,95.2471,640,640,True
fruit_0077,data/severity_calibration/fruit/images/fruit_0077__IMG20240615131620_jpg.rf.02f9ca9dbb77b3bf6b8eb0ec582fd8cd.jpg,fruit,Bacterial Spot,123116,104176,84.6161,640,640,True
fruit_0078,data/severity_calibration/fruit/images/fruit_0078__IMG20240615131644_jpg.rf.15a7c0a96a0b814b7184619456695a85.jpg,fruit,Bacterial Spot,85348,80532,94.3572,640,640,True
fruit_0079,data/severity_calibration/fruit/images/fruit_0079__download-1-_jpg.rf.56065563f12cbddb7d417b2d38cea5ca.jpg,fruit,Bacterial Spot,376011,91120,24.2333,640,640,True
fruit_0080,data/severity_calibration/fruit/images/fruit_0080__download-12-_jpg.rf.72c428c3b9b0761c5e64f3448a30ab65.jpg,fruit,Bacterial Spot,405242,256417,63.275,640,640,True
fruit_0081,data/severity_calibration/fruit/images/fruit_0081__download-14-_jpg.rf.466fd529377b9791a688ad7d03f3f279.jpg,fruit,Bacterial Spot,318614,14320,4.4945,640,640,True
fruit_0082,data/severity_calibration/fruit/images/fruit_0082__download-17-_jpg.rf.b202e3618b2ee8d51a4298901e822949.jpg,fruit,Bacterial Spot,288944,46871,16.2215,640,640,True
fruit_0083,data/severity_calibration/fruit/images/fruit_0083__download-18-_jpg.rf.5d5d9d57ade01a5fe266f588a4744bd3.jpg,fruit,Bacterial Spot,397236,92410,23.2632,640,640,True
fruit_0084,data/severity_calibration/fruit/images/fruit_0084__download-2-_jpg.rf.8bea39233ac61676fc33926ce09daad5.jpg,fruit,Bacterial Spot,338841,113714,33.5597,640,640,True
fruit_0085,data/severity_calibration/fruit/images/fruit_0085__download-5-_jpg.rf.675d9eadf463095dbc21c1856a242e05.jpg,fruit,Bacterial Spot,363449,243536,67.0069,640,640,True
fruit_0086,data/severity_calibration/fruit/images/fruit_0086__download-7-_jpg.rf.085d2c7f56dfb4906f6facf6076cf6fa.jpg,fruit,Bacterial Spot,312361,133470,42.7294,640,640,True
fruit_0087,data/severity_calibration/fruit/images/fruit_0087__download-8-_jpg.rf.0636656020119fee055edfa88cde0553.jpg,fruit,Bacterial Spot,263800,7599,2.8806,640,640,True
fruit_0088,data/severity_calibration/fruit/images/fruit_0088__images-1-_jpg.rf.1edbc4733c43a7cf32c90d761ba9b87e.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0089,data/severity_calibration/fruit/images/fruit_0089__images-10-_jpg.rf.20faf7cfe17d952cd2688425e9f89152.jpg,fruit,Bacterial Spot,170562,81766,47.9392,640,640,True
fruit_0090,data/severity_calibration/fruit/images/fruit_0090__images-11-_jpg.rf.5251f143a7794a444217ba174bd13bbd.jpg,fruit,Bacterial Spot,325221,197575,60.751,640,640,True
fruit_0091,data/severity_calibration/fruit/images/fruit_0091__images-12-_jpg.rf.19be9de256b45ff4667a2c1178881c2f.jpg,fruit,Bacterial Spot,368386,2045,0.5551,640,640,True
fruit_0092,data/severity_calibration/fruit/images/fruit_0092__images-14-_jpg.rf.b2f1c01c474c3462c922a0a7efa17c9a.jpg,fruit,Bacterial Spot,287890,80578,27.9892,640,640,True
fruit_0093,data/severity_calibration/fruit/images/fruit_0093__images-16-_jpg.rf.1526007f3250f087dc059754334d9cd8.jpg,fruit,Bacterial Spot,390965,124663,31.886,640,640,True
fruit_0094,data/severity_calibration/fruit/images/fruit_0094__images-17-_jpg.rf.1b97854a4b3654bcd820b6482a7b84c6.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0095,data/severity_calibration/fruit/images/fruit_0095__images-19-_jpg.rf.1cf62ea3511603295d2f49327b3f4f22.jpg,fruit,Bacterial Spot,363836,137299,37.7365,640,640,True
fruit_0096,data/severity_calibration/fruit/images/fruit_0096__images-2-_jpg.rf.517b7ca1240d83a655a8413c6f4c0c01.jpg,fruit,Bacterial Spot,392248,250667,63.9052,640,640,True
fruit_0097,data/severity_calibration/fruit/images/fruit_0097__images-20-_jpg.rf.1463053aa235711b2a556aa25c7b0b44.jpg,fruit,Bacterial Spot,195903,141566,72.2633,640,640,True
fruit_0098,data/severity_calibration/fruit/images/fruit_0098__images-23-_jpg.rf.290879a1980be01ceecd025d35420122.jpg,fruit,Bacterial Spot,193899,12254,6.3198,640,640,True
fruit_0099,data/severity_calibration/fruit/images/fruit_0099__images-24-_jpg.rf.3c0d7da42af91e5107bfbda45821eac8.jpg,fruit,Bacterial Spot,408460,375258,91.8714,640,640,True
fruit_0100,data/severity_calibration/fruit/images/fruit_0100__images-25-_jpg.rf.0edec718f943f32fcdf837c40ecd53f3.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0101,data/severity_calibration/fruit/images/fruit_0101__images-26-_jpg.rf.45780e55eb2a20cc96c5b08f4f09708b.jpg,fruit,Bacterial Spot,389723,251943,64.6467,640,640,True
fruit_0102,data/severity_calibration/fruit/images/fruit_0102__images-29-_jpg.rf.95b1bdcdcb9cf743984a6556ba3f0f14.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0103,data/severity_calibration/fruit/images/fruit_0103__images-3-_jpg.rf.6700a891f05d6a0df102a08e6a5a3547.jpg,fruit,Bacterial Spot,311416,31898,10.2429,640,640,True
fruit_0104,data/severity_calibration/fruit/images/fruit_0104__images-30-_jpg.rf.49b4bdd4438eafda8e46b5f9423c7e8f.jpg,fruit,Bacterial Spot,354965,210299,59.245,640,640,True
fruit_0105,data/severity_calibration/fruit/images/fruit_0105__images-32-_jpg.rf.40c1c34c591cb29e56d96faa11fd3f0d.jpg,fruit,Bacterial Spot,0,0,,640,640,False
fruit_0106,data/severity_calibration/fruit/images/fruit_0106__images-36-_jpg.rf.76be58d79ce4fa1bdbf79c57589764d3.jpg,fruit,Bacterial Spot,379892,61533,16.1975,640,640,True
fruit_0107,data/severity_calibration/fruit/images/fruit_0107__images-4-_jpg.rf.2285393ca7d0aabd151bbc45f14d3668.jpg,fruit,Bacterial Spot,273029,78350,28.6966,640,640,True
fruit_0108,data/severity_calibration/fruit/images/fruit_0108__images-5-_jpg.rf.1032e1d8bfc3493dd424bf1350bb6d33.jpg,fruit,Bacterial Spot,337756,113033,33.4659,640,640,True
fruit_0109,data/severity_calibration/fruit/images/fruit_0109__images-7-_jpg.rf.36c01dc0a90574474b3c755116d2c3bb.jpg,fruit,Bacterial Spot,259750,64795,24.9451,640,640,True
fruit_0110,data/severity_calibration/fruit/images/fruit_0110__images-9-_jpg.rf.62cf9fe549e365fc0a4f138d8039e81d.jpg,fruit,Bacterial Spot,356782,47646,13.3544,640,640,True
fruit_0111,data/severity_calibration/fruit/images/fruit_0111__images_jpg.rf.3d78738e2d7ad533467824751bba799b.jpg,fruit,Bacterial Spot,315939,219082,69.3431,640,640,True
fruit_0112,data/severity_calibration/fruit/images/fruit_0112__IMG20240615130737_jpg.rf.942e1f51973fac9f3867e14a377a954a.jpg,fruit,Bacterial Spot,116454,90790,77.9621,640,640,True
fruit_0113,data/severity_calibration/fruit/images/fruit_0113__blossom_end_rot_train-235-_jpg.rf.b4ce63ed69a42c1fdb16141e10e33f73.jpg,fruit,Blossom End Rot,319413,69260,21.6835,640,640,True
fruit_0114,data/severity_calibration/fruit/images/fruit_0114__blossom_end_rot_train-257-_jpg.rf.0f7db98c09212811c64101bd2a7b84d6.jpg,fruit,Blossom End Rot,401827,193089,48.0528,640,640,True
fruit_0115,data/severity_calibration/fruit/images/fruit_0115__blossom_end_rot_train-26-_jpg.rf.f49b922a66d09a6413e39cc7fc9e636b.jpg,fruit,Blossom End Rot,379880,179024,47.1265,640,640,True
fruit_0116,data/severity_calibration/fruit/images/fruit_0116__blossom_end_rot_test-19-_jpg.rf.271f8d64e22af3bd6c24eb9baf67643b.jpg,fruit,Blossom End Rot,225561,43312,19.2019,640,640,True
fruit_0117,data/severity_calibration/fruit/images/fruit_0117__blossom_end_rot_test-22-_jpg.rf.1499b7a8cf0eeb06bea40d3c14100046.jpg,fruit,Blossom End Rot,298224,141992,47.6125,640,640,True
fruit_0118,data/severity_calibration/fruit/images/fruit_0118__blossom_end_rot_test-42-_jpg.rf.84f71a65133fe489543d3e218ed20304.jpg,fruit,Blossom End Rot,294684,41249,13.9977,640,640,True
fruit_0119,data/severity_calibration/fruit/images/fruit_0119__blossom_end_rot_test-56-_jpg.rf.1f40421a0ad633fc3dddec1cb0199696.jpg,fruit,Blossom End Rot,381678,66995,17.5528,640,640,True
fruit_0120,data/severity_calibration/fruit/images/fruit_0120__blossom_end_rot_train-101-_jpg.rf.20b7974c2f2d68207ced8eac5e0b059e.jpg,fruit,Blossom End Rot,257899,205199,79.5656,640,640,True
fruit_0121,data/severity_calibration/fruit/images/fruit_0121__blossom_end_rot_train-107-_jpg.rf.43ef233e4c8b2f3b8648ece4478a1f5a.jpg,fruit,Blossom End Rot,374428,229658,61.3357,640,640,True
fruit_0122,data/severity_calibration/fruit/images/fruit_0122__blossom_end_rot_train-110-_jpg.rf.26be25041bdd6e1c4d75c396f828cde8.jpg,fruit,Blossom End Rot,329043,232376,70.6218,640,640,True
fruit_0123,data/severity_calibration/fruit/images/fruit_0123__blossom_end_rot_train-127-_jpg.rf.4b24cb588fae12c636ecc643109bc775.jpg,fruit,Blossom End Rot,391906,107825,27.513,640,640,True
fruit_0124,data/severity_calibration/fruit/images/fruit_0124__blossom_end_rot_train-129-_jpg.rf.a78872a3def12f30edfe51861103e83c.jpg,fruit,Blossom End Rot,400738,205250,51.218,640,640,True
fruit_0125,data/severity_calibration/fruit/images/fruit_0125__blossom_end_rot_train-133-_jpg.rf.16193ade4e3a53c764e8d71bfb611c45.jpg,fruit,Blossom End Rot,278301,186003,66.8352,640,640,True
fruit_0126,data/severity_calibration/fruit/images/fruit_0126__blossom_end_rot_train-135-_jpg.rf.2de56641ec44a4bc0e1a28fd794b096c.jpg,fruit,Blossom End Rot,355000,61790,17.4056,640,640,True
fruit_0127,data/severity_calibration/fruit/images/fruit_0127__blossom_end_rot_train-137-_jpg.rf.29b023a1e1f8655b72131efad3f85f6c.jpg,fruit,Blossom End Rot,247111,109657,44.3756,640,640,True
fruit_0128,data/severity_calibration/fruit/images/fruit_0128__blossom_end_rot_train-164-_jpg.rf.83ad26c9039e337731709d1c57bb1e9c.jpg,fruit,Blossom End Rot,383631,136446,35.567,640,640,True
fruit_0129,data/severity_calibration/fruit/images/fruit_0129__blossom_end_rot_train-167-_jpg.rf.883eef252ae539f031ac41c5534e8ffd.jpg,fruit,Blossom End Rot,406125,203863,50.1971,640,640,True
fruit_0130,data/severity_calibration/fruit/images/fruit_0130__blossom_end_rot_train-172-_jpg.rf.898f0a6e183f4bf5d289e7fd60178351.jpg,fruit,Blossom End Rot,284981,90368,31.7102,640,640,True
fruit_0131,data/severity_calibration/fruit/images/fruit_0131__blossom_end_rot_train-175-_jpg.rf.2161bf90adf1d59bf8ea200edccb629d.jpg,fruit,Blossom End Rot,409439,156598,38.247,640,640,True
fruit_0132,data/severity_calibration/fruit/images/fruit_0132__blossom_end_rot_train-184-_jpg.rf.7236f9116b8ccb9c43c6e375ded2ac22.jpg,fruit,Blossom End Rot,402931,135182,33.5497,640,640,True
fruit_0133,data/severity_calibration/fruit/images/fruit_0133__blossom_end_rot_train-186-_jpg.rf.495ac593964744f237d68193523ce6a8.jpg,fruit,Blossom End Rot,404225,215199,53.2374,640,640,True
fruit_0134,data/severity_calibration/fruit/images/fruit_0134__blossom_end_rot_train-191-_jpg.rf.0433dc689c643434091fed8ba46712f8.jpg,fruit,Blossom End Rot,341040,22482,6.5922,640,640,True
fruit_0135,data/severity_calibration/fruit/images/fruit_0135__blossom_end_rot_train-195-_jpg.rf.83218362dcd4046a065e637169badc0a.jpg,fruit,Blossom End Rot,321215,45168,14.0616,640,640,True
fruit_0136,data/severity_calibration/fruit/images/fruit_0136__blossom_end_rot_train-196-_jpg.rf.2250b76164be22e20d9278f811a5a14d.jpg,fruit,Blossom End Rot,274154,78038,28.465,640,640,True
fruit_0137,data/severity_calibration/fruit/images/fruit_0137__blossom_end_rot_train-197-_jpg.rf.6665ca8b7c912c22a5bd5b6d26cd954e.jpg,fruit,Blossom End Rot,381964,84044,22.0031,640,640,True
fruit_0138,data/severity_calibration/fruit/images/fruit_0138__blossom_end_rot_train-201-_jpg.rf.56d164c28094e687a2ea07c9c05a4d50.jpg,fruit,Blossom End Rot,341710,105312,30.8191,640,640,True
