image_id,image_path,source_image_path,plant_part,disease_class,source_split,coverage_bin_proxy,width,height,source_key
fruit_0011,data/severity_calibration/fruit/images/fruit_0011__1_jpg.rf.0c74692486417b7780d5b4415c367f98.jpg,data/processed/fruit_disease_detection_yolov8/train/images/1_jpg.rf.0c74692486417b7780d5b4415c367f98.jpg,fruit,Anthracnose,train,3,640,640,1_jpg
fruit_0012,data/severity_calibration/fruit/images/fruit_0012__2-6_thumb_png.rf.4ccbd8967e7d03619cd8ca27b345d61a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/2-6_thumb_png.rf.4ccbd8967e7d03619cd8ca27b345d61a.jpg,fruit,Anthracnose,train,1,640,640,2-6_thumb_png
fruit_0013,data/severity_calibration/fruit/images/fruit_0013__29_jpg.rf.785b1f801edf4ce0295d202272292f18.jpg,data/processed/fruit_disease_detection_yolov8/train/images/29_jpg.rf.785b1f801edf4ce0295d202272292f18.jpg,fruit,Anthracnose,train,2,640,640,29_jpg
fruit_0014,data/severity_calibration/fruit/images/fruit_0014__32_jpg.rf.2c62ee3fbae6b91e156448f6c5ed6799.jpg,data/processed/fruit_disease_detection_yolov8/train/images/32_jpg.rf.2c62ee3fbae6b91e156448f6c5ed6799.jpg,fruit,Anthracnose,train,1,640,640,32_jpg
fruit_0015,data/severity_calibration/fruit/images/fruit_0015__392-spoiled-rotten-red-tomato-isolated-on-white-background-PPFY5P_jpg.rf.651ba868ec133ac07e9adcc785798f8e.jpg,data/processed/fruit_disease_detection_yolov8/train/images/392-spoiled-rotten-red-tomato-isolated-on-white-background-PPFY5P_jpg.rf.651ba868ec133ac07e9adcc785798f8e.jpg,fruit,Anthracnose,train,3,640,640,392-spoiled-rotten-red-tomato-isolated-on-white-background-PPFY5P_jpg
fruit_0016,data/severity_calibration/fruit/images/fruit_0016__40_jpg.rf.7e3e06e714fce9c2464bbde7f63352a4.jpg,data/processed/fruit_disease_detection_yolov8/train/images/40_jpg.rf.7e3e06e714fce9c2464bbde7f63352a4.jpg,fruit,Anthracnose,train,3,640,640,40_jpg
fruit_0017,data/severity_calibration/fruit/images/fruit_0017__44_jpg.rf.0d3ccb4fc85bcd1fc758b3b439c575e3.jpg,data/processed/fruit_disease_detection_yolov8/train/images/44_jpg.rf.0d3ccb4fc85bcd1fc758b3b439c575e3.jpg,fruit,Anthracnose,train,1,640,640,44_jpg
fruit_0018,data/severity_calibration/fruit/images/fruit_0018__4_jpg.rf.b516deb0124c0a886c33524129a2e72a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/4_jpg.rf.b516deb0124c0a886c33524129a2e72a.jpg,fruit,Anthracnose,train,3,640,640,4_jpg
fruit_0019,data/severity_calibration/fruit/images/fruit_0019__Anthracnose-symptoms-on-tomato-fruit-a-sunken-necrotic-lesion-with-orange-conidial_W640_jpg.rf.41ee448147c3cf54199f6621f3db5f23.jpg,data/processed/fruit_disease_detection_yolov8/train/images/Anthracnose-symptoms-on-tomato-fruit-a-sunken-necrotic-lesion-with-orange-conidial_W640_jpg.rf.41ee448147c3cf54199f6621f3db5f23.jpg,fruit,Anthracnose,train,3,640,640,Anthracnose-symptoms-on-tomato-fruit-a-sunken-necrotic-lesion-with-orange-conidial_W640_jpg
fruit_0020,data/severity_calibration/fruit/images/fruit_0020__FS547-1_jpg.rf.88f45022c48e95a49c52f2ca8f00cc1d.jpg,data/processed/fruit_disease_detection_yolov8/train/images/FS547-1_jpg.rf.88f45022c48e95a49c52f2ca8f00cc1d.jpg,fruit,Anthracnose,train,2,640,640,FS547-1_jpg
fruit_0021,data/severity_calibration/fruit/images/fruit_0021__IMG20240615121344_jpg.rf.202810e538fff2cfafcd18e02e0b640a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121344_jpg.rf.202810e538fff2cfafcd18e02e0b640a.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121344_jpg
fruit_0022,data/severity_calibration/fruit/images/fruit_0022__IMG20240615121403_jpg.rf.5d28c57ac2cf6203da27d22867674a52.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121403_jpg.rf.5d28c57ac2cf6203da27d22867674a52.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121403_jpg
fruit_0023,data/severity_calibration/fruit/images/fruit_0023__IMG20240615121634_jpg.rf.387a92630332b3e7ffb81459f1627e49.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121634_jpg.rf.387a92630332b3e7ffb81459f1627e49.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121634_jpg
fruit_0024,data/severity_calibration/fruit/images/fruit_0024__IMG20240615121643_jpg.rf.928087e2b98ff592b9fd584f4219e0a8.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121643_jpg.rf.928087e2b98ff592b9fd584f4219e0a8.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121643_jpg
fruit_0025,data/severity_calibration/fruit/images/fruit_0025__IMG20240615121816_jpg.rf.78333fd99d84760ddf8835a0738fbe3a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121816_jpg.rf.78333fd99d84760ddf8835a0738fbe3a.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121816_jpg
fruit_0026,data/severity_calibration/fruit/images/fruit_0026__IMG20240615121836_jpg.rf.42703bc5553c8c336b89ba8de22bc98a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121836_jpg.rf.42703bc5553c8c336b89ba8de22bc98a.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121836_jpg
fruit_0027,data/severity_calibration/fruit/images/fruit_0027__IMG20240615121937_jpg.rf.39550416f91e5fa4c9c0618bd5c483ab.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615121937_jpg.rf.39550416f91e5fa4c9c0618bd5c483ab.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615121937_jpg
fruit_0028,data/severity_calibration/fruit/images/fruit_0028__IMG20240615122350_jpg.rf.0c19ad9b326345b7ae510d91028ceeaa.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615122350_jpg.rf.0c19ad9b326345b7ae510d91028ceeaa.jpg,fruit,Anthracnose,train,0,640,640,IMG20240615122350_jpg
fruit_0029,data/severity_calibration/fruit/images/fruit_0029__Image_15_jpg.rf.11eba7f02a277b8e463edea8ddfb5d99.jpg,data/processed/fruit_disease_detection_yolov8/train/images/Image_15_jpg.rf.11eba7f02a277b8e463edea8ddfb5d99.jpg,fruit,Anthracnose,train,1,640,640,Image_15_jpg
fruit_0030,data/severity_calibration/fruit/images/fruit_0030__Tomato-anthracnose-1050-jw-400x284_jpg.rf.4166820b532b984cd2409ac6f3707ccd.jpg,data/processed/fruit_disease_detection_yolov8/train/images/Tomato-anthracnose-1050-jw-400x284_jpg.rf.4166820b532b984cd2409ac6f3707ccd.jpg,fruit,Anthracnose,train,3,640,640,Tomato-anthracnose-1050-jw-400x284_jpg
fruit_0031,data/severity_calibration/fruit/images/fruit_0031__anthracnose-of-tomato-2_jpg.rf.36d56f91907a0049f32baa309b12cd1f.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose-of-tomato-2_jpg.rf.36d56f91907a0049f32baa309b12cd1f.jpg,fruit,Anthracnose,train,1,640,640,anthracnose-of-tomato-2_jpg
fruit_0032,data/severity_calibration/fruit/images/fruit_0032__anthracnose-tomato-1583845437_jpg.rf.2a2a4b515e00529890b8186b848f60b3.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose-tomato-1583845437_jpg.rf.2a2a4b515e00529890b8186b848f60b3.jpg,fruit,Anthracnose,train,2,640,640,anthracnose-tomato-1583845437_jpg
fruit_0033,data/severity_calibration/fruit/images/fruit_0033__anthracnose1_600px_jpg.rf.2f3a1d918978d5699f732d6f64ffb3dd.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose1_600px_jpg.rf.2f3a1d918978d5699f732d6f64ffb3dd.jpg,fruit,Anthracnose,train,2,640,640,anthracnose1_600px_jpg
fruit_0034,data/severity_calibration/fruit/images/fruit_0034__anthracnose_27_jpeg.rf.77fb06c1e8d67a9607652721d5ed9d89.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose_27_jpeg.rf.77fb06c1e8d67a9607652721d5ed9d89.jpg,fruit,Anthracnose,train,1,640,640,anthracnose_27_jpeg
fruit_0035,data/severity_calibration/fruit/images/fruit_0035__anthracnose_36_jpeg.rf.6a885e19245fd0bf884479ec72869408.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose_36_jpeg.rf.6a885e19245fd0bf884479ec72869408.jpg,fruit,Anthracnose,train,3,640,640,anthracnose_36_jpeg
fruit_0036,data/severity_calibration/fruit/images/fruit_0036__anthracnose_tomato2x1200_jpg.rf.5be1bbd9c7225d805642d5f2ef4baa9c.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose_tomato2x1200_jpg.rf.5be1bbd9c7225d805642d5f2ef4baa9c.jpg,fruit,Anthracnose,train,3,640,640,anthracnose_tomato2x1200_jpg
fruit_0037,data/severity_calibration/fruit/images/fruit_0037__anthracnose_tomato3x1200_jpg.rf.2cb9d40630939aed3564f997e47db520.jpg,data/processed/fruit_disease_detection_yolov8/train/images/anthracnose_tomato3x1200_jpg.rf.2cb9d40630939aed3564f997e47db520.jpg,fruit,Anthracnose,train,1,640,640,anthracnose_tomato3x1200_jpg
fruit_0038,data/severity_calibration/fruit/images/fruit_0038__black-mold-tomato_webp.rf.8e9786303835b02812ecd70434436ec1.jpg,data/processed/fruit_disease_detection_yolov8/train/images/black-mold-tomato_webp.rf.8e9786303835b02812ecd70434436ec1.jpg,fruit,Anthracnose,train,2,640,640,black-mold-tomato_webp
fruit_0039,data/severity_calibration/fruit/images/fruit_0039__download_jpg.rf.2203ee28778b0cb182da97144b5c7480.jpg,data/processed/fruit_disease_detection_yolov8/train/images/download_jpg.rf.2203ee28778b0cb182da97144b5c7480.jpg,fruit,Anthracnose,train,1,640,640,download_jpg
fruit_0040,data/severity_calibration/fruit/images/fruit_0040__f6Pit3S5dahxrrhJ2nVjua-1280-80-jpg_webp.rf.18d018a0a86982ca51c12a43db8c8403.jpg,data/processed/fruit_disease_detection_yolov8/train/images/f6Pit3S5dahxrrhJ2nVjua-1280-80-jpg_webp.rf.18d018a0a86982ca51c12a43db8c8403.jpg,fruit,Anthracnose,train,2,640,640,f6Pit3S5dahxrrhJ2nVjua-1280-80-jpg_webp
fruit_0041,data/severity_calibration/fruit/images/fruit_0041__farmer-inspects-spoiled-tomatoes-spots_jpeg.rf.7ca29d760e4ae4722d45d5ce7ac27719.jpg,data/processed/fruit_disease_detection_yolov8/train/images/farmer-inspects-spoiled-tomatoes-spots_jpeg.rf.7ca29d760e4ae4722d45d5ce7ac27719.jpg,fruit,Anthracnose,train,1,640,640,farmer-inspects-spoiled-tomatoes-spots_jpeg
fruit_0042,data/severity_calibration/fruit/images/fruit_0042__featured-pic_jpg.rf.2757f6bec7d26df9131f53c16b2fc88a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/featured-pic_jpg.rf.2757f6bec7d26df9131f53c16b2fc88a.jpg,fruit,Anthracnose,train,1,640,640,featured-pic_jpg
fruit_0043,data/severity_calibration/fruit/images/fruit_0043__fpls-14-1200999-g001_webp.rf.1b7dbb858c16af00af2c65ed284e8371.jpg,data/processed/fruit_disease_detection_yolov8/train/images/fpls-14-1200999-g001_webp.rf.1b7dbb858c16af00af2c65ed284e8371.jpg,fruit,Anthracnose,train,2,640,640,fpls-14-1200999-g001_webp
fruit_0044,data/severity_calibration/fruit/images/fruit_0044__images-14-_jpeg.rf.0f03cefecb1a8cf79931a033ef83d768.jpg,data/processed/fruit_disease_detection_yolov8/train/images/images-14-_jpeg.rf.0f03cefecb1a8cf79931a033ef83d768.jpg,fruit,Anthracnose,train,1,640,640,images-14-_jpeg
fruit_0045,data/severity_calibration/fruit/images/fruit_0045__images-15-_jpeg.rf.12eae2d12da20f2bac4fba947032ebea.jpg,data/processed/fruit_disease_detection_yolov8/train/images/images-15-_jpeg.rf.12eae2d12da20f2bac4fba947032ebea.jpg,fruit,Anthracnose,train,0,640,640,images-15-_jpeg
fruit_0046,data/severity_calibration/fruit/images/fruit_0046__images-17-_jpeg.rf.30f26b5669b9f0f8d9dd7623578b4e79.jpg,data/processed/fruit_disease_detection_yolov8/train/images/images-17-_jpeg.rf.30f26b5669b9f0f8d9dd7623578b4e79.jpg,fruit,Anthracnose,train,1,640,640,images-17-_jpeg
fruit_0047,data/severity_calibration/fruit/images/fruit_0047__images-3-_jpeg.rf.3ef4612dffb62559d184d2e1fcba670b.jpg,data/processed/fruit_disease_detection_yolov8/train/images/images-3-_jpeg.rf.3ef4612dffb62559d184d2e1fcba670b.jpg,fruit,Anthracnose,train,0,640,640,images-3-_jpeg
fruit_0048,data/severity_calibration/fruit/images/fruit_0048__rottenTomato-195-_jpg.rf.a0be0106c7207a43ccb67d2a43cb397d.jpg,data/processed/fruit_disease_detection_yolov8/train/images/rottenTomato-195-_jpg.rf.a0be0106c7207a43ccb67d2a43cb397d.jpg,fruit,Anthracnose,train,3,640,640,rottenTomato-195-_jpg
fruit_0049,data/severity_calibration/fruit/images/fruit_0049__rottenTomato-259-_jpg.rf.627802d0e058425e0ae7f508b0fdf970.jpg,data/processed/fruit_disease_detection_yolov8/train/images/rottenTomato-259-_jpg.rf.627802d0e058425e0ae7f508b0fdf970.jpg,fruit,Anthracnose,train,2,640,640,rottenTomato-259-_jpg
fruit_0050,data/severity_calibration/fruit/images/fruit_0050__tomato-anthracnose-colletotrichum-coccodes-fungal-260nw-1829895563-1-_webp.rf.44dd13848abc48fa81a7468911da8121.jpg,data/processed/fruit_disease_detection_yolov8/train/images/tomato-anthracnose-colletotrichum-coccodes-fungal-260nw-1829895563-1-_webp.rf.44dd13848abc48fa81a7468911da8121.jpg,fruit,Anthracnose,train,1,640,640,tomato-anthracnose-colletotrichum-coccodes-fungal-260nw-1829895563-1-_webp
fruit_0051,data/severity_calibration/fruit/images/fruit_0051__tomato-anthracnose1x640-1osy35o_jpg.rf.04eab774d623439996e13cfa260d93a5.jpg,data/processed/fruit_disease_detection_yolov8/train/images/tomato-anthracnose1x640-1osy35o_jpg.rf.04eab774d623439996e13cfa260d93a5.jpg,fruit,Anthracnose,train,3,640,640,tomato-anthracnose1x640-1osy35o_jpg
fruit_0052,data/severity_calibration/fruit/images/fruit_0052__tomato-anthracnose2x640-18upj97_jpg.rf.4f4a3ece21f9fc8c1dfe98b996b9a112.jpg,data/processed/fruit_disease_detection_yolov8/train/images/tomato-anthracnose2x640-18upj97_jpg.rf.4f4a3ece21f9fc8c1dfe98b996b9a112.jpg,fruit,Anthracnose,train,3,640,640,tomato-anthracnose2x640-18upj97_jpg
fruit_0053,data/severity_calibration/fruit/images/fruit_0053__tomato-anthracnose_jpg.rf.7a35432998829c15081228a67db42295.jpg,data/processed/fruit_disease_detection_yolov8/train/images/tomato-anthracnose_jpg.rf.7a35432998829c15081228a67db42295.jpg,fruit,Anthracnose,train,3,640,640,tomato-anthracnose_jpg
fruit_0054,data/severity_calibration/fruit/images/fruit_0054__IMG20240615121427_jpg.rf.6f90e47f23368d300c4d4894806e52af.jpg,data/processed/fruit_disease_detection_yolov8/valid/images/IMG20240615121427_jpg.rf.6f90e47f23368d300c4d4894806e52af.jpg,fruit,Anthracnose,valid,0,640,640,IMG20240615121427_jpg
fruit_0055,data/severity_calibration/fruit/images/fruit_0055__IMG20240615121551_jpg.rf.2335957d8de8567ebb397a5e21f28312.jpg,data/processed/fruit_disease_detection_yolov8/valid/images/IMG20240615121551_jpg.rf.2335957d8de8567ebb397a5e21f28312.jpg,fruit,Anthracnose,valid,0,640,640,IMG20240615121551_jpg
fruit_0056,data/severity_calibration/fruit/images/fruit_0056__IMG20240615122344_jpg.rf.a9376865bae050a47042a1533c3678a6.jpg,data/processed/fruit_disease_detection_yolov8/valid/images/IMG20240615122344_jpg.rf.a9376865bae050a47042a1533c3678a6.jpg,fruit,Anthracnose,valid,0,640,640,IMG20240615122344_jpg
fruit_0057,data/severity_calibration/fruit/images/fruit_0057__anthracnose_12_jpeg.rf.ffb121f44fcae86dc3e626e5a8db8475.jpg,data/processed/fruit_disease_detection_yolov8/valid/images/anthracnose_12_jpeg.rf.ffb121f44fcae86dc3e626e5a8db8475.jpg,fruit,Anthracnose,valid,2,640,640,anthracnose_12_jpeg
fruit_0058,data/severity_calibration/fruit/images/fruit_0058__images-6-_jpeg.rf.261cbfdd8047bfda5b057695b7a8f76c.jpg,data/processed/fruit_disease_detection_yolov8/valid/images/images-6-_jpeg.rf.261cbfdd8047bfda5b057695b7a8f76c.jpg,fruit,Anthracnose,valid,0,640,640,images-6-_jpeg
fruit_0059,data/severity_calibration/fruit/images/fruit_0059__IMG20240615130652_jpg.rf.bd2de69138da44d42cb299b7329e6330.jpg,data/processed/fruit_disease_detection_yolov8/test/images/IMG20240615130652_jpg.rf.bd2de69138da44d42cb299b7329e6330.jpg,fruit,Bacterial Spot,test,0,640,640,IMG20240615130652_jpg
fruit_0060,data/severity_calibration/fruit/images/fruit_0060__IMG20240615130907_jpg.rf.badff2934292b1986a0c9628dcf9d438.jpg,data/processed/fruit_disease_detection_yolov8/test/images/IMG20240615130907_jpg.rf.badff2934292b1986a0c9628dcf9d438.jpg,fruit,Bacterial Spot,test,0,640,640,IMG20240615130907_jpg
fruit_0061,data/severity_calibration/fruit/images/fruit_0061__IMG20240615131744_jpg.rf.118e0561dc85c6502845f89877b6a911.jpg,data/processed/fruit_disease_detection_yolov8/test/images/IMG20240615131744_jpg.rf.118e0561dc85c6502845f89877b6a911.jpg,fruit,Bacterial Spot,test,0,640,640,IMG20240615131744_jpg
fruit_0062,data/severity_calibration/fruit/images/fruit_0062__download-4-_jpg.rf.8864a21c90bb4654fd4fa34df98b96ed.jpg,data/processed/fruit_disease_detection_yolov8/test/images/download-4-_jpg.rf.8864a21c90bb4654fd4fa34df98b96ed.jpg,fruit,Bacterial Spot,test,3,640,640,download-4-_jpg
fruit_0063,data/severity_calibration/fruit/images/fruit_0063__images-31-_jpg.rf.f7308128d90811979b330394510748d5.jpg,data/processed/fruit_disease_detection_yolov8/test/images/images-31-_jpg.rf.f7308128d90811979b330394510748d5.jpg,fruit,Bacterial Spot,test,3,640,640,images-31-_jpg
fruit_0064,data/severity_calibration/fruit/images/fruit_0064__IMG20240615130410_jpg.rf.38c34aa00fc40989dbae834c31afea1e.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130410_jpg.rf.38c34aa00fc40989dbae834c31afea1e.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615130410_jpg
fruit_0065,data/severity_calibration/fruit/images/fruit_0065__IMG20240615130543_jpg.rf.732c02bf0764f1d66a5a6bc9c9b799a9.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130543_jpg.rf.732c02bf0764f1d66a5a6bc9c9b799a9.jpg,fruit,Bacterial Spot,train,1,640,640,IMG20240615130543_jpg
fruit_0066,data/severity_calibration/fruit/images/fruit_0066__IMG20240615130655_jpg.rf.5183488ba97814b4e809bf0c36fee173.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130655_jpg.rf.5183488ba97814b4e809bf0c36fee173.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615130655_jpg
fruit_0067,data/severity_calibration/fruit/images/fruit_0067__IMG20240615130704_jpg.rf.591d53d7fa0ab1b8b5eb8fe18d1344e3.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130704_jpg.rf.591d53d7fa0ab1b8b5eb8fe18d1344e3.jpg,fruit,Bacterial Spot,train,1,640,640,IMG20240615130704_jpg
fruit_0068,data/severity_calibration/fruit/images/fruit_0068__IMG20240615130739_jpg.rf.5a3425fad8910f0581f9c84c4f8a4e39.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130739_jpg.rf.5a3425fad8910f0581f9c84c4f8a4e39.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615130739_jpg
fruit_0069,data/severity_calibration/fruit/images/fruit_0069__IMG20240615130840_jpg.rf.9ee29afe6fdc1c5d9fe760d0e9ba3ec0.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130840_jpg.rf.9ee29afe6fdc1c5d9fe760d0e9ba3ec0.jpg,fruit,Bacterial Spot,train,1,640,640,IMG20240615130840_jpg
fruit_0070,data/severity_calibration/fruit/images/fruit_0070__IMG20240615130937_jpg.rf.4b436f7861a9ec884e950de9f75f2f4a.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615130937_jpg.rf.4b436f7861a9ec884e950de9f75f2f4a.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615130937_jpg
fruit_0071,data/severity_calibration/fruit/images/fruit_0071__IMG20240615131017_jpg.rf.777b6c3eecd530c0be9d80b0a364c0d1.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131017_jpg.rf.777b6c3eecd530c0be9d80b0a364c0d1.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131017_jpg
fruit_0072,data/severity_calibration/fruit/images/fruit_0072__IMG20240615131058_jpg.rf.06124099c9cb0f0852cfd49a6026eae4.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131058_jpg.rf.06124099c9cb0f0852cfd49a6026eae4.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131058_jpg
fruit_0073,data/severity_calibration/fruit/images/fruit_0073__IMG20240615131126_jpg.rf.3a0c7e0f8be149034d27ebd304d3c65f.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131126_jpg.rf.3a0c7e0f8be149034d27ebd304d3c65f.jpg,fruit,Bacterial Spot,train,1,640,640,IMG20240615131126_jpg
fruit_0074,data/severity_calibration/fruit/images/fruit_0074__IMG20240615131236_jpg.rf.09bb2fb1e1f5e05747dccea4ef0ffe96.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131236_jpg.rf.09bb2fb1e1f5e05747dccea4ef0ffe96.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131236_jpg
fruit_0075,data/severity_calibration/fruit/images/fruit_0075__IMG20240615131243_jpg.rf.5ecf15677989e398f7b7df3290092a7f.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131243_jpg.rf.5ecf15677989e398f7b7df3290092a7f.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131243_jpg
fruit_0076,data/severity_calibration/fruit/images/fruit_0076__IMG20240615131353_BURST000_COVER_jpg.rf.4c7b4733fa49a9b5a8258ebb9802be41.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131353_BURST000_COVER_jpg.rf.4c7b4733fa49a9b5a8258ebb9802be41.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131353_BURST000_COVER_jpg
fruit_0077,data/severity_calibration/fruit/images/fruit_0077__IMG20240615131620_jpg.rf.02f9ca9dbb77b3bf6b8eb0ec582fd8cd.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131620_jpg.rf.02f9ca9dbb77b3bf6b8eb0ec582fd8cd.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131620_jpg
fruit_0078,data/severity_calibration/fruit/images/fruit_0078__IMG20240615131644_jpg.rf.15a7c0a96a0b814b7184619456695a85.jpg,data/processed/fruit_disease_detection_yolov8/train/images/IMG20240615131644_jpg.rf.15a7c0a96a0b814b7184619456695a85.jpg,fruit,Bacterial Spot,train,0,640,640,IMG20240615131644_jpg
fruit_0079,data/severity_calibration/fruit/images/fruit_0079__download-1-_jpg.rf.56065563f12cbddb7d417b2d38cea5ca.jpg,data/processed/fruit_disease_detection_yolov8/train/images/download-1-_jpg.rf.56065563f12cbddb7d417b2d38cea5ca.jpg,fruit,Bacterial Spot,train,1,640,640,download-1-_jpg
